timestamp_utc,latitude,longitude,rainfall_mm_hr,rainfall_rolling_1hr,rainfall_rolling_3hr,rainfall_rolling_6hr,flood_susceptibility,rainfall_hazard,dynamic_flood_risk,flood_risk_level
2019-05-03 03:30:00+00:00,19.25,85.049995,5.42,10.959999999999996,50.5999996,112.4799986,0.00066765834,0.8368826655959473,0.33515366125608775,Moderate
2019-05-03 04:00:00+00:00,19.25,85.049995,4.56,9.979999999999997,42.4299996,105.2399986,0.00066765834,0.8135147086488584,0.32580647847725225,Moderate
2019-05-03 04:30:00+00:00,19.25,85.049995,3.4399998,7.999999799999996,34.4999994,99.8499984,0.00066765834,0.7473851081213191,0.2993546382662365,Moderate
2019-05-03 05:00:00+00:00,19.25,85.049995,4.33,7.769999799999996,30.7099994,97.1999984,0.00066765834,0.7531721844335798,0.30166946879114076,Moderate
2019-05-03 05:30:00+00:00,19.25,85.049995,4.0099998,8.339999799999998,27.2999996,91.2699982,0.00066765834,0.7851025861537094,0.31444162947919263,Moderate
2019-05-03 06:00:00+00:00,19.25,85.049995,3.74,7.749999799999997,25.4999996,83.9099992,0.00066765834,0.7819983212861701,0.3131999235321769,Moderate
2019-05-03 06:30:00+00:00,19.25,85.049995,4.39,8.129999999999995,24.4699996,75.0699992,0.00066765834,0.7878615009642919,0.3155451954034256,Moderate
2019-05-03 07:00:00+00:00,19.25,85.049995,4.3399997,8.729999699999997,24.2499993,66.67999889999999,0.00066765834,0.7831040800729738,0.31364222704689837,Moderate
2019-05-03 07:30:00+00:00,19.25,85.049995,3.81,8.149999699999997,24.6199995,59.1199989,0.00066765834,0.7638269324227772,0.30593136798681975,Moderate
2019-05-03 08:00:00+00:00,19.25,85.049995,2.85,6.659999999999997,23.1399995,53.8499989,0.00066765834,0.7207685554455281,0.2887080171959201,Moderate
2019-05-03 08:30:00+00:00,19.25,85.049995,2.35,5.199999999999997,21.4799997,48.7799993,0.00066765834,0.6827094830774963,0.2734843882487074,Moderate
2019-05-03 09:00:00+00:00,19.25,85.049995,2.12,4.469999999999997,19.8599997,45.3599993,0.00066765834,0.6554583898736398,0.26258395096716475,Moderate
2019-05-03 09:30:00+00:00,19.25,85.049995,1.9799999,4.099999899999997,17.4499996,41.9199992,0.00066765834,0.614238656346619,0.24609605755635644,Low
2019-05-03 10:00:00+00:00,19.25,85.049995,0.29,2.269999899999996,13.3999999,37.6499992,0.00066765834,0.5188487505418492,0.20794009523444854,Low
2019-05-03 10:30:00+00:00,19.25,85.049995,0.17999999,0.4699999899999964,9.76999989,34.38999939000001,0.00066765834,0.4576168550629428,0.18344733704288596,Low
2019-05-03 11:00:00+00:00,19.25,85.049995,0.08,0.2599999899999964,6.99999989,30.13999939,0.00066765834,0.408683018394845,0.16387380237564686,Low
2019-05-03 11:30:00+00:00,19.25,85.049995,0.099999994,0.1799999939999964,4.749999884,26.229999584,0.00066765834,0.3551108435826197,0.1424449324507567,Low
2019-05-03 12:00:00+00:00,19.25,85.049995,0.21,0.3099999939999964,2.839999884,22.699999584,0.00066765834,0.311091002049293,0.12483699583742605,Low
2019-05-03 12:30:00+00:00,19.25,85.049995,0.17,0.3799999999999964,1.029999984,18.479999584,0.00066765834,0.26982027606175574,0.10832870544241113,Low
2019-05-03 13:00:00+00:00,19.25,85.049995,0.089999996,0.2599999959999964,0.82999998,14.22999988,0.00066765834,0.2292681802131263,0.09210786710295937,Low
2019-05-03 13:30:00+00:00,19.25,85.049995,0.11,0.1999999959999964,0.75999999,10.52999988,0.00066765834,0.19302936181967537,0.07761233974557899,Low
2019-05-03 14:00:00+00:00,19.25,85.049995,0.03,0.1399999999999964,0.70999999,7.70999988,0.00066765834,0.16198959481759556,0.06519643294474707,Low
2019-05-03 14:30:00+00:00,19.25,85.049995,0.06,0.0899999999999964,0.6699999959999999,5.419999880000001,0.00066765834,0.14656920333965057,0.05902827635356907,Low
2019-05-03 15:00:00+00:00,19.25,85.049995,0.01,0.0699999999999964,0.469999996,3.30999988,0.00066765834,0.12527063720963905,0.050508849901564457,Low
2019-05-03 15:30:00+00:00,19.25,85.049995,0.0,0.0099999999999964,0.299999996,1.32999998,0.00066765834,0.10022175301670365,0.0404892962243903,Low
2019-05-03 16:00:00+00:00,19.25,85.049995,0.0,0.0,0.21,1.03999998,0.00066765834,0.08434067719281557,0.03413686589483507,Low
2019-05-03 16:30:00+00:00,19.25,85.049995,0.0,0.0,0.0999999999999999,0.8599999899999999,0.00066765834,0.06941906602041405,0.028168221425874457,Low
